Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2013,Bangalore,3,25,Female,No,3,0
Bachelors,2014,Bangalore,3,24,Male,Yes,2,0
Masters,2018,New Delhi,3,26,Male,Yes,4,1
Bachelors,2015,Bangalore,2,25,Female,No,3,1
Bachelors,2012,Bangalore,3,25,Male,No,-550,0
Masters,2012,New Delhi,3,-765,incorrect_value,Yes,2,0
Bachelors,2015,Bangalore,3,24,Female,No,2,0
Bachelors,2012,Bangalore,3,24,Male,No,2,0
PHD,2018,New Delhi,3,27,Female,No,5,1
Bachelors,2014,Bangalore,188,25,Male,No,3,0
Bachelors,658,Bangalore,-673,25,Male,No,3,-840
Bachelors,2012,Bangalore,3,28,Male,No,5,0
,2017,,2,26,Female,incorrect_value,4,0
Bachelors,2013,Bangalore,3,25,Male,No,3,0
Masters,2018,Pune,3,24,Male,No,2,1
Bachelors,2016,Bangalore,3,26,incorrect_value,No,372,0
Bachelors,2013,Bangalore,3,26,,No,4,0
Bachelors,2016,New Delhi,3,28,Female,,2,0
,2017,New Delhi,778,27,Male,Yes,5,1
Bachelors,2018,Pune,2,27,Female,No,5,1
Masters,2014,New Delhi,3,28,Female,No,4,0
Masters,2017,New Delhi,3,25,Female,No,3,0
Masters,2017,Bangalore,3,26,Female,incorrect_value,4,0
Bachelors,2015,Pune,2,27,Female,No,5,1
Bachelors,2013,New Delhi,3,27,Female,No,-215,0
Masters,2017,New Delhi,1,26,Female,No,4,0
Bachelors,2013,New Delhi,3,27,incorrect_value,No,5,0
Bachelors,2012,New Delhi,3,28,Male,No,3,-525
,2017,Pune,2,27,Male,No,5,1
Bachelors,2017,New Delhi,-77,26,Female,No,85,0
Bachelors,839,Bangalore,3,28,Female,No,4,1
incorrect_value,2012,New Delhi,3,29,Male,Yes,430,1
Bachelors,2017,Pune,2,24,Male,No,2,0
Masters,2017,New Delhi,3,25,Female,No,3,1
Bachelors,851,Bangalore,3,25,Female,Yes,3,1
Bachelors,359,Bangalore,90,28,Male,Yes,76,0
Masters,2017,New Delhi,3,28,,No,2,0
Bachelors,2014,Bangalore,3,766,Male,No,2,0
Bachelors,2016,incorrect_value,3,26,incorrect_value,Yes,4,0
Bachelors,2014,Pune,332,-120,Female,No,-588,1
incorrect_value,2013,Pune,3,26,Male,No,4,0
Bachelors,2012,incorrect_value,3,27,incorrect_value,No,5,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Bachelors,2017,Bangalore,1,26,Female,No,4,0
Bachelors,-666,Bangalore,-483,28,Female,No,741,642
Bachelors,2013,Bangalore,3,28,Male,incorrect_value,3,-337
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
Bachelors,2013,Bangalore,-185,26,Female,No,4,0
Masters,2013,New Delhi,2,27,Female,No,5,1
Bachelors,2016,New Delhi,3,24,Female,No,2,0
Bachelors,2015,Pune,2,28,Female,incorrect_value,2,1
Bachelors,2015,New Delhi,2,25,Female,No,3,1
Bachelors,2014,Pune,3,24,Male,No,2,0
Bachelors,2017,New Delhi,3,27,Female,No,5,0
Bachelors,2012,New Delhi,3,26,Male,No,4,0
Bachelors,2013,Bangalore,3,28,Male,No,0,0
Bachelors,2012,Pune,3,28,Male,No,5,0
Bachelors,2015,Pune,2,26,,No,4,1
Bachelors,2016,Bangalore,1,26,Male,No,4,0
Masters,2017,New Delhi,2,28,Female,Yes,2,1
Masters,2017,New Delhi,2,25,Male,No,3,1
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Bachelors,2013,incorrect_value,3,28,incorrect_value,No,-26,0
Bachelors,2014,Pune,3,27,Male,No,5,1
Bachelors,2016,Pune,2,26,Female,incorrect_value,4,1
,2018,Bangalore,3,27,Female,Yes,5,1
Bachelors,-961,Pune,3,28,Male,No,4,0
incorrect_value,2013,Pune,2,26,Female,No,4,1
Bachelors,2014,Bangalore,3,28,Female,No,3,0
Masters,2017,New Delhi,2,28,Female,No,2,0
Bachelors,2012,New Delhi,1,27,Female,No,5,0
Bachelors,2017,New Delhi,2,27,Male,No,-863,-811
incorrect_value,2014,Bangalore,3,24,Male,,2,0
Bachelors,2013,Pune,887,27,Male,No,5,0
Bachelors,2015,Bangalore,3,27,Female,No,5,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Masters,2012,New Delhi,3,24,Male,No,2,0
Bachelors,2013,New Delhi,2,25,Female,No,-200,1
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Masters,2013,Pune,3,25,Male,Yes,3,1
Bachelors,2013,Pune,3,-910,Female,No,2,0
Bachelors,2015,Pune,3,24,Female,No,2,1
Bachelors,2014,Bangalore,440,24,Male,No,2,0
Masters,2012,New Delhi,3,70,Female,No,4,1
Bachelors,2015,Pune,3,25,Male,No,3,0
incorrect_value,2017,New Delhi,2,26,Female,,4,0
Bachelors,2013,Bangalore,3,28,Male,No,3,0
Bachelors,2016,Pune,2,28,Female,No,0,1
Bachelors,2012,New Delhi,3,24,Male,No,2,0
Bachelors,2015,New Delhi,3,515,Male,No,1,0
incorrect_value,2017,Bangalore,1,24,Male,No,2,0
Masters,2017,Pune,2,28,Female,No,4,0
Bachelors,2017,Pune,3,-300,Male,No,2,0
Bachelors,2016,Bangalore,3,27,Female,No,5,0
Bachelors,2015,incorrect_value,3,28,Male,incorrect_value,2,-801
Bachelors,2016,Bangalore,3,28,Female,No,5,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Bachelors,2015,Bangalore,3,28,Female,No,5,0
Bachelors,-229,Bangalore,3,-233,Male,No,5,1
Bachelors,2013,Bangalore,3,26,Male,No,4,238
Bachelors,2015,Bangalore,779,24,Male,No,2,0
Bachelors,2012,Bangalore,3,27,Female,No,5,0
Bachelors,2012,Bangalore,3,25,Male,No,3,1
incorrect_value,2015,Pune,3,-599,Female,No,4,1
Masters,2017,Bangalore,2,24,Female,Yes,2,1
Bachelors,2014,Bangalore,3,28,Male,No,2,0
Masters,2017,Pune,2,24,Female,No,2,1
Bachelors,2014,New Delhi,3,26,Female,No,4,1
Bachelors,2015,incorrect_value,143,28,Female,No,770,1
Masters,2013,Pune,2,-706,incorrect_value,No,5,1
incorrect_value,346,New Delhi,1,28,incorrect_value,No,5,1
Bachelors,2015,Pune,2,26,Female,Yes,4,1
Masters,-181,incorrect_value,3,28,,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,5,-751
Bachelors,2018,,3,28,Male,No,2,1
Bachelors,2012,Pune,3,28,Male,No,2,0
Bachelors,2014,,3,27,Female,No,5,1
Masters,2018,New Delhi,3,24,,incorrect_value,2,1
Bachelors,2018,Bangalore,3,25,Male,Yes,3,245
Bachelors,2017,New Delhi,228,25,Male,No,3,0
incorrect_value,208,Pune,3,24,Female,No,2,1
Bachelors,2012,New Delhi,3,26,Female,No,4,0
Bachelors,2014,Pune,749,26,Male,incorrect_value,4,0
Bachelors,2014,Bangalore,270,28,Male,No,4,0
Bachelors,-649,Bangalore,3,26,Male,Yes,4,1
Bachelors,2013,Pune,2,26,Male,No,4,0
Bachelors,2013,Pune,2,25,Female,No,3,1
Bachelors,2018,Pune,3,820,Male,Yes,738,1
Bachelors,2013,Bangalore,3,25,,,3,734
Bachelors,2014,Bangalore,3,28,Male,No,4,0
Masters,2017,New Delhi,3,455,Female,No,2,0
Masters,2017,Pune,2,-934,Female,No,5,0
Bachelors,2012,Bangalore,3,24,Male,No,2,748
Bachelors,2017,Pune,3,27,Female,No,5,1
Masters,2017,New Delhi,2,28,Male,No,4,0
Bachelors,2017,New Delhi,2,25,Male,incorrect_value,3,0
Bachelors,2017,Pune,3,25,Male,Yes,3,1
Masters,2017,Pune,2,24,Female,No,724,-35
Bachelors,-145,Pune,-150,27,incorrect_value,Yes,5,1
Bachelors,2016,,3,26,Female,No,4,-620
Bachelors,2015,Pune,2,27,Female,incorrect_value,5,594
Bachelors,491,Bangalore,3,27,Male,No,5,1
Bachelors,2012,Bangalore,3,26,Male,No,4,0
,2016,Pune,2,27,Female,No,5,621
Masters,2017,Bangalore,2,28,Male,No,2,0
Masters,2017,New Delhi,3,24,Female,No,2,1
Bachelors,2017,Pune,3,24,Male,No,2,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Masters,2017,New Delhi,2,28,incorrect_value,No,3,0
Bachelors,2015,Bangalore,3,26,Female,Yes,4,-451
Bachelors,2018,Pune,3,354,,No,4,1
incorrect_value,2013,Bangalore,3,25,Male,Yes,3,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Masters,2018,Pune,3,28,Male,No,2,1
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,27,Female,No,5,0
PHD,2016,,3,998,Male,No,5,548
Bachelors,2017,New Delhi,2,25,Male,No,701,0
Bachelors,2015,New Delhi,3,28,Female,,2,0
Bachelors,2013,Pune,2,26,Female,No,4,1
Bachelors,2017,Bangalore,3,27,Female,No,5,0
Bachelors,2015,Pune,2,24,Female,No,2,1
Bachelors,2017,Bangalore,3,27,,No,5,0
Bachelors,2016,Bangalore,3,25,Male,No,3,1
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2015,Bangalore,3,27,Male,No,5,0
Bachelors,2014,incorrect_value,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,27,Male,No,5,0
,2013,Pune,3,27,Male,No,-185,0
Bachelors,2015,Bangalore,1,25,Male,No,3,0
incorrect_value,2017,New Delhi,2,25,Female,No,3,0
PHD,2015,Pune,3,309,incorrect_value,No,0,743
Bachelors,2015,Bangalore,3,28,Male,No,230,0
Bachelors,-661,Bangalore,3,28,Male,No,5,669
PHD,2013,New Delhi,3,24,Male,,2,0
Bachelors,2014,Bangalore,3,26,Male,Yes,4,603
Bachelors,2015,Pune,-717,26,Female,Yes,-95,913
Bachelors,-79,Bangalore,3,169,Male,Yes,5,0
Bachelors,2014,,3,26,Male,No,4,0
Masters,2013,Bangalore,3,27,Male,No,5,1
Bachelors,2016,Pune,3,24,Male,Yes,2,0
incorrect_value,2016,incorrect_value,3,26,Male,No,4,0
Bachelors,2013,Pune,2,28,Female,No,882,1
Masters,2017,Bangalore,2,24,Male,No,2,1
Masters,2017,New Delhi,2,24,Male,No,2,1
Masters,2015,Pune,-725,24,Female,No,2,1
Bachelors,2014,,3,26,Male,No,4,615
Bachelors,2016,Pune,2,27,,No,5,1
Bachelors,2017,Bangalore,3,25,Male,No,3,0
incorrect_value,2017,New Delhi,2,26,Female,No,4,0
,2016,Bangalore,1,25,Female,No,3,0
PHD,2014,Bangalore,1,25,Female,No,3,0
Bachelors,2013,Bangalore,-300,25,Female,No,3,0
Bachelors,2014,New Delhi,3,24,Male,,2,0
Bachelors,2015,Pune,172,28,Female,,2,1
Bachelors,2014,New Delhi,-557,-610,Male,No,646,0
Bachelors,2015,incorrect_value,3,26,Male,No,4,0
Bachelors,2014,,3,25,Male,No,3,0
Bachelors,2018,Pune,3,26,Male,No,4,1
Masters,2015,Pune,2,28,Female,No,2,903
Masters,2013,New Delhi,3,28,Male,No,2,1
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Masters,2015,New Delhi,2,26,Female,No,-624,0
,2016,New Delhi,3,27,Male,No,5,0
Bachelors,2014,Bangalore,3,24,Female,,2,0
incorrect_value,2017,Pune,3,24,Female,No,2,0
Bachelors,2014,,-942,25,Female,No,3,1
Bachelors,2015,Pune,3,27,Female,No,-640,1
Bachelors,2017,New Delhi,2,28,Male,No,0,0
Bachelors,2017,New Delhi,3,25,Female,No,3,0
Bachelors,2012,Pune,3,-423,Male,No,2,1
Masters,2016,New Delhi,3,25,Male,,3,1
incorrect_value,2015,Pune,2,26,Female,No,4,1
,2014,New Delhi,3,27,,No,5,291
Bachelors,2015,Bangalore,3,24,Female,incorrect_value,2,1
Bachelors,2014,New Delhi,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Bachelors,2017,incorrect_value,3,303,Female,No,2,1
Bachelors,2012,Bangalore,3,28,Male,No,1,-999
Bachelors,2014,Bangalore,1,26,Male,No,4,0
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
Bachelors,2015,Pune,1,670,Female,No,3,1
Bachelors,2015,Pune,2,24,Female,Yes,2,1
Bachelors,2017,Pune,2,26,Male,No,4,0
Bachelors,2015,Bangalore,3,28,Male,No,0,0
Bachelors,2016,Bangalore,3,28,Male,incorrect_value,2,0
Bachelors,2013,Pune,3,28,Female,Yes,3,1
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Masters,2015,New Delhi,3,25,Male,No,3,0
Bachelors,2012,,3,28,Female,No,4,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,3,25,Male,No,3,1
Bachelors,2017,Bangalore,3,25,,No,3,0
Bachelors,2012,Bangalore,3,26,Female,No,4,0
Bachelors,2017,Bangalore,3,26,Female,No,4,0
Masters,2017,New Delhi,2,25,Male,Yes,3,1
,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2013,Bangalore,3,26,Female,No,4,-617
Bachelors,2017,incorrect_value,3,25,incorrect_value,No,3,1
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0
Bachelors,-205,Bangalore,3,27,Female,No,5,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Bachelors,2012,incorrect_value,3,27,Female,Yes,5,0
Bachelors,2017,New Delhi,3,27,Female,No,5,0
Bachelors,2016,Bangalore,2,-608,incorrect_value,No,3,1
,2016,incorrect_value,3,28,Female,No,4,0
Bachelors,2017,New Delhi,2,27,incorrect_value,No,317,0
Bachelors,2016,Bangalore,3,24,Female,No,2,0
Bachelors,2013,Bangalore,3,532,Male,No,3,872
Bachelors,2017,New Delhi,2,25,Female,No,3,0
Bachelors,2015,,-457,24,Male,No,2,-428
Bachelors,2012,New Delhi,3,25,Female,No,3,0
PHD,2017,New Delhi,3,27,Female,No,5,0
incorrect_value,2014,Bangalore,3,25,Female,No,699,1
Masters,2017,Bangalore,3,28,Male,No,2,0
Bachelors,2016,Pune,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
Bachelors,2012,New Delhi,-292,27,Male,No,5,0
Bachelors,2012,Pune,3,25,Female,No,3,1
Masters,2015,,3,27,Female,No,5,467
,2014,Bangalore,3,-825,Male,No,2,0
Bachelors,2015,Pune,2,27,Female,No,966,1
Bachelors,2014,Bangalore,3,25,Male,No,-359,1
Bachelors,-837,Bangalore,3,25,Male,No,3,0
Bachelors,2018,New Delhi,3,26,Female,No,4,1
Bachelors,-451,Pune,2,26,Female,No,4,1
Bachelors,2014,Pune,2,24,Female,incorrect_value,2,1
Bachelors,2013,Bangalore,3,27,Male,No,235,0
incorrect_value,2017,New Delhi,2,27,Male,No,5,0
PHD,338,New Delhi,3,-508,Female,,1,0
Masters,2012,New Delhi,3,26,Female,No,4,1
Bachelors,760,Bangalore,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,28,Female,No,0,1
Bachelors,2014,Pune,3,26,Male,No,4,0
Bachelors,2016,Pune,2,24,Female,No,2,1
Bachelors,2015,Bangalore,1,784,Female,,2,103
Bachelors,2012,Bangalore,3,26,Female,incorrect_value,4,0
Masters,2014,Pune,3,27,Male,No,5,964
Masters,2017,New Delhi,2,27,Male,No,5,912
Masters,2017,New Delhi,973,25,Female,No,3,0
Masters,2012,Pune,3,28,Male,No,0,1
Masters,2012,New Delhi,-724,28,,No,2,1
Masters,2013,New Delhi,2,24,Male,No,2,1
Bachelors,2015,Pune,3,-381,Female,No,3,1
Masters,2017,New Delhi,3,28,incorrect_value,No,5,0
Bachelors,2013,Bangalore,3,24,incorrect_value,No,2,0
Masters,2015,Bangalore,928,28,Male,No,1,1
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1
Bachelors,2015,Bangalore,3,24,Male,No,2,1
Bachelors,2014,Pune,3,26,Male,,4,0
Bachelors,2013,New Delhi,3,25,Female,No,-239,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2018,New Delhi,3,28,Female,No,0,1
,2013,Bangalore,3,25,incorrect_value,No,3,0
PHD,2012,Pune,3,27,incorrect_value,No,5,0
Bachelors,2013,Bangalore,3,24,Male,No,2,0
Bachelors,-276,,3,28,Female,No,3,0
Bachelors,2015,Pune,3,24,,No,2,0
,2013,Pune,3,27,Male,No,5,0
Bachelors,2012,New Delhi,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,26,Female,Yes,201,1
Bachelors,2013,Bangalore,-172,26,Male,No,4,0
Bachelors,2015,Pune,2,24,Female,No,751,1
Bachelors,2016,Bangalore,3,24,Male,No,2,0
PHD,2018,incorrect_value,3,27,Female,,805,312
Bachelors,2015,Bangalore,3,26,Male,incorrect_value,4,0
Bachelors,2015,New Delhi,1,26,Female,No,4,1
incorrect_value,2015,Pune,2,24,Female,No,-316,1
incorrect_value,2013,Pune,3,27,Male,No,5,296
PHD,2016,New Delhi,3,24,incorrect_value,No,2,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,426,Bangalore,3,28,Male,No,5,0
Bachelors,2015,Bangalore,3,26,Female,No,868,0
,2016,Bangalore,3,27,Female,No,5,0
Bachelors,2017,Pune,3,25,Female,No,3,1
Masters,2017,New Delhi,2,26,Male,No,4,1
Bachelors,2012,Bangalore,3,27,Male,No,5,-542
Bachelors,2014,Bangalore,3,26,Female,No,-541,1
,2015,Pune,2,25,Female,No,3,1
Bachelors,2013,incorrect_value,3,26,Male,No,4,504
Bachelors,2017,Pune,2,28,Male,No,1,1
Bachelors,2014,Bangalore,3,25,incorrect_value,No,3,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
PHD,2013,Bangalore,3,63,incorrect_value,No,4,0
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1
Bachelors,2017,Bangalore,1,28,Female,No,3,0
Bachelors,2014,Bangalore,3,26,Male,incorrect_value,4,0
Bachelors,2015,New Delhi,3,27,Male,No,5,136
incorrect_value,2013,Pune,2,28,Male,No,2,1
,2013,New Delhi,3,25,Female,Yes,3,1
Masters,2017,New Delhi,2,26,Male,No,4,0
Masters,2016,New Delhi,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,28,Female,Yes,5,0
Masters,2017,New Delhi,2,28,Female,No,2,294
Bachelors,2012,Bangalore,1,-871,Male,incorrect_value,-513,1
Bachelors,2018,Bangalore,3,27,Male,No,5,1
Bachelors,2016,Bangalore,3,24,Female,incorrect_value,2,0
Bachelors,2017,Pune,3,26,Male,No,4,0
,2017,New Delhi,-234,25,Female,No,3,0
incorrect_value,2015,Pune,3,28,Female,Yes,5,1
Bachelors,2015,Bangalore,3,610,Male,No,4,1
Masters,2015,,2,26,Female,Yes,4,-857
Masters,2015,Pune,3,25,Male,No,3,1
Bachelors,2016,Pune,3,27,Female,,5,1
incorrect_value,2013,,3,25,Male,No,3,-25
,2018,Pune,3,26,Male,Yes,4,1
Bachelors,2014,Bangalore,3,27,Female,No,5,0
Bachelors,2017,Bangalore,1,25,Male,No,3,0
Bachelors,2015,New Delhi,3,26,incorrect_value,No,4,0
Bachelors,2015,incorrect_value,3,24,Female,No,2,1
Bachelors,2015,Bangalore,3,28,Male,No,2,0
Bachelors,2014,Pune,2,26,Female,No,4,1
Bachelors,2017,Bangalore,3,27,,No,29,1
Bachelors,2014,Bangalore,3,-761,,No,4,0
Bachelors,2018,New Delhi,3,28,Female,,5,1
Bachelors,2015,Bangalore,3,28,Male,No,0,1
Bachelors,2016,New Delhi,3,28,Female,No,3,0
Bachelors,2017,Bangalore,3,25,,No,3,0
Bachelors,2015,Pune,3,24,Female,No,2,1
Masters,2018,New Delhi,3,28,Male,No,2,1
Bachelors,2015,Bangalore,3,27,Female,No,562,0
Bachelors,2017,Bangalore,3,24,Male,No,2,1
Bachelors,2017,New Delhi,2,28,Female,No,0,0
Bachelors,2015,Bangalore,3,25,Male,No,3,0
,2012,Bangalore,3,28,Male,No,2,0
Bachelors,2013,incorrect_value,3,26,Male,No,-561,0
Bachelors,2016,Bangalore,1,24,Male,No,2,0
Bachelors,2016,Pune,266,27,Male,No,5,0
Bachelors,2013,Pune,3,24,Male,No,2,82
Masters,2017,Pune,2,26,Female,No,4,341
Bachelors,162,incorrect_value,3,26,Male,No,4,848
Bachelors,2018,Pune,3,25,Female,No,-997,1
Bachelors,2018,Bangalore,3,24,,,2,1
Bachelors,2015,Pune,3,24,Male,Yes,2,0
Bachelors,2013,Bangalore,3,24,incorrect_value,No,2,1
Bachelors,2013,,2,28,Male,Yes,0,1
Bachelors,2018,Bangalore,3,24,Male,No,-643,1
Bachelors,2014,Bangalore,3,395,Male,No,2,0
Bachelors,2016,Bangalore,3,28,Female,No,543,0
Bachelors,2014,Bangalore,3,25,Male,,3,0
Bachelors,2014,Bangalore,3,26,Female,No,4,0
Masters,2017,Bangalore,-579,28,Male,No,-970,0
Bachelors,2012,incorrect_value,3,27,Male,No,5,0
Bachelors,2016,Bangalore,3,27,Female,No,5,0
Masters,2018,Bangalore,3,28,Male,No,2,1
Bachelors,2017,Bangalore,3,24,Male,No,-909,0
Bachelors,-412,Pune,3,24,Male,incorrect_value,2,0
Bachelors,2016,New Delhi,3,286,Male,No,0,0
Bachelors,2012,Bangalore,3,27,Male,No,5,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,-512,Bangalore,3,-854,,No,2,1
incorrect_value,2012,Bangalore,1,27,Male,No,5,0
Bachelors,2017,Bangalore,3,28,Female,No,-598,0
Bachelors,2014,incorrect_value,3,-978,Male,No,3,0
Bachelors,2015,Pune,3,25,incorrect_value,No,3,0
Bachelors,2017,Pune,2,28,Male,incorrect_value,393,1
Bachelors,2015,Pune,2,26,Female,No,4,1
Bachelors,2015,Pune,2,27,Female,No,-998,1
Bachelors,2015,Pune,3,26,,No,4,1
Bachelors,2015,Bangalore,-366,28,Female,,-912,1
Bachelors,2012,Pune,996,25,incorrect_value,No,3,0
Bachelors,2013,Bangalore,3,25,Male,Yes,3,1
incorrect_value,2016,New Delhi,3,26,Male,No,4,0
PHD,2018,New Delhi,3,24,Female,No,2,1
Bachelors,786,Bangalore,3,27,,No,5,0
Masters,2017,New Delhi,2,26,Male,incorrect_value,-575,1
Bachelors,2015,Pune,2,27,incorrect_value,No,-566,1
Bachelors,2014,Bangalore,3,24,,No,2,0
Masters,-560,Pune,2,25,Female,No,3,0
,2017,New Delhi,3,28,Female,No,357,0
Bachelors,2014,Bangalore,3,27,Male,,5,-391
incorrect_value,2012,Bangalore,419,24,Male,No,2,0
Bachelors,2018,Pune,3,24,incorrect_value,,2,1
Bachelors,2015,Bangalore,3,27,Female,Yes,-691,1
Bachelors,2015,New Delhi,3,28,Female,No,3,0
,2015,Pune,3,-963,Female,No,5,1
,2015,Bangalore,3,28,Male,No,5,0
Bachelors,2015,New Delhi,2,27,Female,Yes,5,1
Bachelors,637,Bangalore,3,27,Male,No,5,0
Masters,2017,New Delhi,3,721,Female,No,5,1
Bachelors,2017,Pune,2,26,Female,No,4,1
Bachelors,2015,Pune,3,27,Female,No,5,1
Bachelors,2018,Pune,3,27,Female,No,5,1
Bachelors,2012,Bangalore,3,25,incorrect_value,No,-181,0
Bachelors,2017,Bangalore,370,25,Male,,3,0
PHD,2013,New Delhi,3,27,Female,No,5,1
Bachelors,2016,Bangalore,3,576,Male,No,2,0
Bachelors,2012,Bangalore,3,25,Female,Yes,3,0
Bachelors,53,Bangalore,3,27,Male,No,5,0
Bachelors,2016,Pune,2,24,Female,No,2,1
Bachelors,2016,Bangalore,3,-755,Male,No,4,1
Bachelors,2014,Pune,3,27,Male,Yes,5,0
Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
Bachelors,2017,Bangalore,3,25,Male,No,3,1
Bachelors,2017,Pune,2,24,Female,No,2,1
Bachelors,2013,Bangalore,57,27,Male,No,5,256
incorrect_value,2013,Bangalore,3,26,Female,No,4,1
incorrect_value,2012,Pune,-154,25,Female,No,3,1
Bachelors,2015,New Delhi,3,28,Female,No,2,0
Masters,2017,New Delhi,2,24,Female,No,2,0
Masters,2013,incorrect_value,3,26,Male,No,4,1
Bachelors,2014,Bangalore,3,26,incorrect_value,No,4,0
PHD,2016,New Delhi,3,24,Female,No,367,0
,2017,New Delhi,-868,26,Male,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,27,,No,5,0
Bachelors,2017,New Delhi,3,28,Female,No,0,0
PHD,2016,New Delhi,-354,27,Female,No,5,0
Masters,2014,Bangalore,3,28,Female,No,4,1
incorrect_value,2014,Bangalore,802,28,Female,No,2,0
Bachelors,2017,,3,24,Female,No,2,0
Masters,2015,New Delhi,3,28,Male,No,0,0
Bachelors,2015,Pune,2,25,Female,No,-749,1
incorrect_value,2017,Pune,2,27,Male,No,5,1
Bachelors,-973,Pune,2,25,Female,No,3,1
Bachelors,2015,,412,-227,Female,Yes,2,1
Bachelors,382,Pune,3,25,Male,No,3,0
Bachelors,2013,Pune,1,26,incorrect_value,No,4,1
Bachelors,2012,Pune,2,27,Female,No,5,1
Masters,2017,New Delhi,3,28,Male,No,0,0
Bachelors,2012,Bangalore,3,28,Female,No,1,0
Bachelors,2015,Pune,442,25,Female,Yes,3,1
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Bangalore,3,24,Female,No,2,0
,2018,New Delhi,3,24,Female,incorrect_value,2,1
Bachelors,2017,New Delhi,3,27,Female,Yes,5,709
PHD,2012,Pune,3,27,Male,No,5,696
Bachelors,2012,incorrect_value,3,835,Male,No,4,0
Bachelors,2013,Bangalore,-541,25,Male,No,3,1
Bachelors,2015,New Delhi,-165,24,Female,No,2,0
Bachelors,2013,Pune,3,24,Female,No,2,0
Bachelors,2016,Pune,3,24,Male,No,2,0
Bachelors,2018,Pune,3,24,Male,Yes,2,1
Bachelors,2015,Bangalore,3,27,,Yes,5,1
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2012,Pune,3,24,Female,No,2,1
Masters,2017,New Delhi,3,27,Male,No,5,731
Bachelors,2012,Bangalore,3,26,Male,No,-412,-749
Bachelors,2013,Bangalore,894,27,Male,No,251,0
,2015,New Delhi,3,25,Female,No,3,0
Bachelors,2018,Bangalore,3,24,Female,No,2,468
Bachelors,2014,Bangalore,3,28,Male,No,4,0
Bachelors,2013,Pune,1,26,Female,No,4,1
Bachelors,2015,Bangalore,3,27,Male,No,5,0
Bachelors,2013,incorrect_value,3,24,,No,2,0
,2016,Bangalore,3,26,Male,No,4,-685
Bachelors,2013,Bangalore,-248,25,Female,No,3,1
Bachelors,2016,Bangalore,3,27,Male,Yes,5,-885
Bachelors,2017,Pune,3,26,Male,No,4,0
Bachelors,2018,Pune,2,28,Female,No,-825,1
Masters,2017,Pune,2,27,Male,No,5,56
Bachelors,2013,Bangalore,3,25,Female,No,3,0
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Bachelors,2017,New Delhi,2,25,Female,No,-526,0
Bachelors,2018,Pune,3,27,Female,No,5,1
Bachelors,2016,Pune,3,100,Male,No,5,0
Bachelors,2013,Bangalore,1,24,Male,No,2,0
Bachelors,2012,Bangalore,1,28,Male,No,3,0
Bachelors,2016,Pune,2,28,Female,No,950,1
Bachelors,2016,Pune,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,28,Male,No,-112,0
Bachelors,2017,Pune,2,28,Male,,3,0
Bachelors,2017,Bangalore,3,25,Female,No,3,1
Bachelors,2015,Bangalore,3,25,Male,No,3,-321
